ine_code;municipality;province;ccaa;year;deceased;injured_hospitalized;injured_not_hospitalized
08062;Castellnou de Bages;Barcelona;Cataluña;2023;0;0;0
08063;Castellolí;Barcelona;Cataluña;2023;0;0;0
08064;Castellterçol;Barcelona;Cataluña;2023;0;0;1
08065;Castellví de la Marca;Barcelona;Cataluña;2023;0;0;0
08066;Castellví de Rosanes;Barcelona;Cataluña;2023;0;0;1
08067;Centelles;Barcelona;Cataluña;2023;0;0;3
08068;Cervelló;Barcelona;Cataluña;2023;0;1;2
08069;Collbató;Barcelona;Cataluña;2023;0;1;4
08070;Collsuspina;Barcelona;Cataluña;2023;0;0;0
08071;Copons;Barcelona;Cataluña;2023;0;0;0
08072;Corbera de Llobregat;Barcelona;Cataluña;2023;0;3;21
08073;Cornellà de Llobregat;Barcelona;Cataluña;2023;1;6;292
08074;Cubelles;Barcelona;Cataluña;2023;1;2;13
08075;Dosrius;Barcelona;Cataluña;2023;0;1;12
08076;Esparreguera;Barcelona;Cataluña;2023;0;1;30
08077;Esplugues de Llobregat;Barcelona;Cataluña;2023;0;3;9
08078;"Espunyola; L'";Barcelona;Cataluña;2023;0;0;0
08079;"Estany; L'";Barcelona;Cataluña;2023;0;0;0
08080;Fígols;Barcelona;Cataluña;2023;0;0;0
08081;Fogars de Montclús;Barcelona;Cataluña;2023;0;0;0
08082;Fogars de la Selva;Barcelona;Cataluña;2023;0;0;0
08083;Folgueroles;Barcelona;Cataluña;2023;0;2;3
08084;Fonollosa;Barcelona;Cataluña;2023;0;0;0
08085;Font-rubí;Barcelona;Cataluña;2023;0;1;1
08086;"Franqueses del Vallès; Les";Barcelona;Cataluña;2023;1;5;46
08087;Gallifa;Barcelona;Cataluña;2023;0;0;0
08088;"Garriga; La";Barcelona;Cataluña;2023;0;1;42
08089;Gavà;Barcelona;Cataluña;2023;1;4;140
08090;Gaià;Barcelona;Cataluña;2023;0;0;0
08091;Gelida;Barcelona;Cataluña;2023;0;0;1
08092;Gironella;Barcelona;Cataluña;2023;0;1;2
08093;Gisclareny;Barcelona;Cataluña;2023;0;0;0
08094;"Granada; La";Barcelona;Cataluña;2023;0;0;3
08095;Granera;Barcelona;Cataluña;2023;0;0;0
08096;Granollers;Barcelona;Cataluña;2023;1;15;172
08097;Gualba;Barcelona;Cataluña;2023;0;0;0
08098;Sant Salvador de Guardiola;Barcelona;Cataluña;2023;0;0;4
08099;Guardiola de Berguedà;Barcelona;Cataluña;2023;0;0;3
08100;Gurb;Barcelona;Cataluña;2023;0;0;13
08101;"Hospitalet de Llobregat; L'";Barcelona;Cataluña;2023;2;39;685
08102;Igualada;Barcelona;Cataluña;2023;0;17;131
08103;Jorba;Barcelona;Cataluña;2023;0;0;1
08104;"Llacuna; La";Barcelona;Cataluña;2023;0;1;1
08105;"Llagosta; La";Barcelona;Cataluña;2023;1;0;19
08106;Llinars del Vallès;Barcelona;Cataluña;2023;0;1;16
08107;Lliçà d'Amunt;Barcelona;Cataluña;2023;0;2;42
08108;Lliçà de Vall;Barcelona;Cataluña;2023;0;4;31
08109;Lluçà;Barcelona;Cataluña;2023;0;0;1
08110;Malgrat de Mar;Barcelona;Cataluña;2023;0;3;1
08111;Malla;Barcelona;Cataluña;2023;0;0;0
08112;Manlleu;Barcelona;Cataluña;2023;0;0;46
08113;Manresa;Barcelona;Cataluña;2023;5;14;6
08114;Martorell;Barcelona;Cataluña;2023;0;0;52
08115;Martorelles;Barcelona;Cataluña;2023;0;0;3
08116;"Masies de Roda; Les";Barcelona;Cataluña;2023;0;0;1
08117;"Masies de Voltregà; Les";Barcelona;Cataluña;2023;0;0;2
08118;"Masnou; El";Barcelona;Cataluña;2023;2;2;63
08119;Masquefa;Barcelona;Cataluña;2023;0;0;1
08120;Matadepera;Barcelona;Cataluña;2023;0;0;0
08121;Mataró;Barcelona;Cataluña;2023;0;41;424
08122;Mediona;Barcelona;Cataluña;2023;0;0;1
08123;Molins de Rei;Barcelona;Cataluña;2023;0;1;33
08124;Mollet del Vallès;Barcelona;Cataluña;2023;0;0;98
08125;Montcada i Reixac;Barcelona;Cataluña;2023;0;0;0
08126;Montgat;Barcelona;Cataluña;2023;0;0;1
08127;Monistrol de Montserrat;Barcelona;Cataluña;2023;0;0;5
08128;Monistrol de Calders;Barcelona;Cataluña;2023;0;1;3
08129;Muntanyola;Barcelona;Cataluña;2023;0;0;0
08130;Montclar;Barcelona;Cataluña;2023;0;0;0
08131;Montesquiu;Barcelona;Cataluña;2023;0;0;4
08132;Montmajor;Barcelona;Cataluña;2023;0;0;0
08133;Montmaneu;Barcelona;Cataluña;2023;0;0;0
08134;Figaró-Montmany;Barcelona;Cataluña;2023;0;0;0
08135;Montmeló;Barcelona;Cataluña;2023;0;0;18
08136;Montornès del Vallès;Barcelona;Cataluña;2023;0;3;16
08137;Montseny;Barcelona;Cataluña;2023;0;0;0
08138;Moià;Barcelona;Cataluña;2023;0;1;5
08139;Mura;Barcelona;Cataluña;2023;0;0;0
08140;Navarcles;Barcelona;Cataluña;2023;2;0;10
08141;Navàs;Barcelona;Cataluña;2023;0;0;0
08142;"Nou de Berguedà; La";Barcelona;Cataluña;2023;0;0;0
08143;Òdena;Barcelona;Cataluña;2023;0;0;3
08144;Olvan;Barcelona;Cataluña;2023;0;0;1
08145;Olèrdola;Barcelona;Cataluña;2023;0;0;7
08146;Olesa de Bonesvalls;Barcelona;Cataluña;2023;0;0;4
08147;Olesa de Montserrat;Barcelona;Cataluña;2023;0;4;32
08148;Olivella;Barcelona;Cataluña;2023;0;0;3
08149;Olost;Barcelona;Cataluña;2023;0;0;0
08150;Orís;Barcelona;Cataluña;2023;0;0;0
08151;Oristà;Barcelona;Cataluña;2023;0;0;0
08152;Orpí;Barcelona;Cataluña;2023;0;0;0
08153;Òrrius;Barcelona;Cataluña;2023;0;1;1
08154;Pacs del Penedès;Barcelona;Cataluña;2023;0;0;0
08155;Palafolls;Barcelona;Cataluña;2023;0;0;0
08156;Palau-solità i Plegamans;Barcelona;Cataluña;2023;0;1;35
08157;Pallejà;Barcelona;Cataluña;2023;0;0;4
08158;"Papiol; El";Barcelona;Cataluña;2023;0;0;0
08159;Parets del Vallès;Barcelona;Cataluña;2023;1;1;32
08160;Perafita;Barcelona;Cataluña;2023;0;1;0
08161;Piera;Barcelona;Cataluña;2023;0;2;3
08162;"Hostalets de Pierola; Els";Barcelona;Cataluña;2023;0;0;8
08163;Pineda de Mar;Barcelona;Cataluña;2023;1;1;0
08164;"Pla del Penedès; El";Barcelona;Cataluña;2023;0;0;0
08165;"Pobla de Claramunt; La";Barcelona;Cataluña;2023;1;1;15
08166;"Pobla de Lillet; La";Barcelona;Cataluña;2023;0;0;3
08167;Polinyà;Barcelona;Cataluña;2023;0;0;3
08168;Pontons;Barcelona;Cataluña;2023;0;1;1
08169;"Prat de Llobregat; El";Barcelona;Cataluña;2023;1;2;188
08170;"Prats de Rei; Els";Barcelona;Cataluña;2023;0;0;1
08171;Prats de Lluçanès;Barcelona;Cataluña;2023;0;0;0
08172;Premià de Mar;Barcelona;Cataluña;2023;0;1;20
08174;Puigdàlber;Barcelona;Cataluña;2023;;;
08175;Puig-reig;Barcelona;Cataluña;2023;0;1;4
08176;Pujalt;Barcelona;Cataluña;2023;0;0;0
08177;"Quar; La";Barcelona;Cataluña;2023;;;
08178;Rajadell;Barcelona;Cataluña;2023;0;0;1
08179;Rellinars;Barcelona;Cataluña;2023;0;0;0
08180;Ripollet;Barcelona;Cataluña;2023;0;1;67
08181;"Roca del Vallès; La";Barcelona;Cataluña;2023;0;1;10
08182;"Pont de Vilomara i Rocafort; El";Barcelona;Cataluña;2023;0;2;7
08183;Roda de Ter;Barcelona;Cataluña;2023;0;0;7
08184;Rubí;Barcelona;Cataluña;2023;1;1;26
08185;Rubió;Barcelona;Cataluña;2023;0;0;0
08187;Sabadell;Barcelona;Cataluña;2023;2;28;29
08188;Sagàs;Barcelona;Cataluña;2023;0;0;0
08189;Sant Pere Sallavinera;Barcelona;Cataluña;2023;0;0;0
08190;Saldes;Barcelona;Cataluña;2023;0;0;0
08191;Sallent;Barcelona;Cataluña;2023;0;0;2
08192;Santpedor;Barcelona;Cataluña;2023;0;0;3
08193;Sant Iscle de Vallalta;Barcelona;Cataluña;2023;0;0;2
08194;Sant Adrià de Besòs;Barcelona;Cataluña;2023;0;3;163
08195;Sant Agustí de Lluçanès;Barcelona;Cataluña;2023;0;0;0
08196;Sant Andreu de la Barca;Barcelona;Cataluña;2023;0;3;15
08197;Sant Andreu de Llavaneres;Barcelona;Cataluña;2023;0;0;0
08198;Sant Antoni de Vilamajor;Barcelona;Cataluña;2023;0;0;0
08199;Sant Bartomeu del Grau;Barcelona;Cataluña;2023;0;0;0
08200;Sant Boi de Llobregat;Barcelona;Cataluña;2023;2;15;339
08201;Sant Boi de Lluçanès;Barcelona;Cataluña;2023;0;0;0
08202;Sant Celoni;Barcelona;Cataluña;2023;0;0;18
08203;Sant Cebrià de Vallalta;Barcelona;Cataluña;2023;0;0;0
08204;Sant Climent de Llobregat;Barcelona;Cataluña;2023;0;0;2
08205;Sant Cugat del Vallès;Barcelona;Cataluña;2023;1;2;12
08206;Sant Cugat Sesgarrigues;Barcelona;Cataluña;2023;0;0;1
08207;Sant Esteve de Palautordera;Barcelona;Cataluña;2023;0;0;6
08208;Sant Esteve Sesrovires;Barcelona;Cataluña;2023;0;0;1
08209;Sant Fost de Campsentelles;Barcelona;Cataluña;2023;0;1;3
08210;Sant Feliu de Codines;Barcelona;Cataluña;2023;0;1;4
08211;Sant Feliu de Llobregat;Barcelona;Cataluña;2023;0;7;40
08212;Sant Feliu Sasserra;Barcelona;Cataluña;2023;0;0;1
08213;Sant Fruitós de Bages;Barcelona;Cataluña;2023;0;0;16
08214;Vilassar de Dalt;Barcelona;Cataluña;2023;0;1;0
08215;Sant Hipòlit de Voltregà;Barcelona;Cataluña;2023;0;0;0
08216;Sant Jaume de Frontanyà;Barcelona;Cataluña;2023;0;0;0
08217;Sant Joan Despí;Barcelona;Cataluña;2023;0;2;95
08218;Sant Joan de Vilatorrada;Barcelona;Cataluña;2023;0;1;12
08219;Vilassar de Mar;Barcelona;Cataluña;2023;2;7;34
08220;Sant Julià de Vilatorta;Barcelona;Cataluña;2023;0;0;2
08221;Sant Just Desvern;Barcelona;Cataluña;2023;0;0;2
08222;Sant Llorenç d'Hortons;Barcelona;Cataluña;2023;0;0;0
08223;Sant Llorenç Savall;Barcelona;Cataluña;2023;0;0;4
08224;Sant Martí de Centelles;Barcelona;Cataluña;2023;0;0;1
08225;Sant Martí d'Albars;Barcelona;Cataluña;2023;0;0;0
08226;Sant Martí de Tous;Barcelona;Cataluña;2023;0;0;0
08227;Sant Martí Sarroca;Barcelona;Cataluña;2023;0;1;0
08228;Sant Martí Sesgueioles;Barcelona;Cataluña;2023;0;0;1
08229;Sant Mateu de Bages;Barcelona;Cataluña;2023;0;0;0
08230;Premià de Dalt;Barcelona;Cataluña;2023;0;0;0
08231;Sant Pere de Ribes;Barcelona;Cataluña;2023;0;4;83
08232;Sant Pere de Riudebitlles;Barcelona;Cataluña;2023;0;0;6
08233;Sant Pere de Torelló;Barcelona;Cataluña;2023;0;0;0
08234;Sant Pere de Vilamajor;Barcelona;Cataluña;2023;0;0;4
08235;Sant Pol de Mar;Barcelona;Cataluña;2023;0;1;1
08236;Sant Quintí de Mediona;Barcelona;Cataluña;2023;0;0;0
08237;Sant Quirze de Besora;Barcelona;Cataluña;2023;0;0;0
08238;Sant Quirze del Vallès;Barcelona;Cataluña;2023;0;3;53
08239;Sant Quirze Safaja;Barcelona;Cataluña;2023;0;0;0
08240;Sant Sadurní d'Anoia;Barcelona;Cataluña;2023;0;1;14
08241;Sant Sadurní d'Osormort;Barcelona;Cataluña;2023;0;0;0
08242;Marganell;Barcelona;Cataluña;2023;0;0;1
08243;Santa Cecília de Voltregà;Barcelona;Cataluña;2023;0;0;0
08244;Santa Coloma de Cervelló;Barcelona;Cataluña;2023;0;1;8
08245;Santa Coloma de Gramenet;Barcelona;Cataluña;2023;0;8;208
08246;Santa Eugènia de Berga;Barcelona;Cataluña;2023;0;1;2
08247;Santa Eulàlia de Riuprimer;Barcelona;Cataluña;2023;0;0;1
08248;Santa Eulàlia de Ronçana;Barcelona;Cataluña;2023;0;0;18
08249;Santa Fe del Penedès;Barcelona;Cataluña;2023;0;0;0
08250;Santa Margarida de Montbui;Barcelona;Cataluña;2023;0;0;0
08251;Santa Margarida i els Monjos;Barcelona;Cataluña;2023;0;0;0
08252;Barberà del Vallès;Barcelona;Cataluña;2023;0;8;4
08253;Santa Maria de Besora;Barcelona;Cataluña;2023;0;0;0
08254;"Esquirol; L'";Barcelona;Cataluña;2023;0;0;2
08255;Santa Maria de Merlès;Barcelona;Cataluña;2023;0;0;0
08256;Santa Maria de Martorelles;Barcelona;Cataluña;2023;0;0;0
08257;Santa Maria de Miralles;Barcelona;Cataluña;2023;0;0;0
08258;Santa Maria d'Oló;Barcelona;Cataluña;2023;0;0;0
08259;Santa Maria de Palautordera;Barcelona;Cataluña;2023;0;0;1
08260;Santa Perpètua de Mogoda;Barcelona;Cataluña;2023;1;2;3
08261;Santa Susanna;Barcelona;Cataluña;2023;0;0;0
08262;Sant Vicenç de Castellet;Barcelona;Cataluña;2023;0;0;0
08263;Sant Vicenç dels Horts;Barcelona;Cataluña;2023;1;8;74
08264;Sant Vicenç de Montalt;Barcelona;Cataluña;2023;0;1;0
08265;Sant Vicenç de Torelló;Barcelona;Cataluña;2023;0;0;0
08266;Cerdanyola del Vallès;Barcelona;Cataluña;2023;2;22;196
08267;Sentmenat;Barcelona;Cataluña;2023;1;4;7
08268;Cercs;Barcelona;Cataluña;2023;0;0;0
08269;Seva;Barcelona;Cataluña;2023;0;1;6
08270;Sitges;Barcelona;Cataluña;2023;0;2;12
08271;Sobremunt;Barcelona;Cataluña;2023;0;0;0
08272;Sora;Barcelona;Cataluña;2023;0;0;0
08273;Subirats;Barcelona;Cataluña;2023;0;1;1
08274;Súria;Barcelona;Cataluña;2023;0;0;0
08275;Tavèrnoles;Barcelona;Cataluña;2023;0;0;1
08276;Tagamanent;Barcelona;Cataluña;2023;0;0;0
08277;Talamanca;Barcelona;Cataluña;2023;0;0;0
08278;Taradell;Barcelona;Cataluña;2023;0;0;5
08279;Terrassa;Barcelona;Cataluña;2023;1;60;690
08280;Tavertet;Barcelona;Cataluña;2023;0;0;0
08281;Teià;Barcelona;Cataluña;2023;0;1;14
08282;Tiana;Barcelona;Cataluña;2023;0;0;14
08283;Tona;Barcelona;Cataluña;2023;0;0;2
08284;Tordera;Barcelona;Cataluña;2023;0;4;17
08285;Torelló;Barcelona;Cataluña;2023;0;2;11
08286;"Torre de Claramunt; La";Barcelona;Cataluña;2023;0;0;7
08287;Torrelavit;Barcelona;Cataluña;2023;0;0;2
08288;Torrelles de Foix;Barcelona;Cataluña;2023;0;0;3
08289;Torrelles de Llobregat;Barcelona;Cataluña;2023;0;0;1
08290;Ullastrell;Barcelona;Cataluña;2023;0;0;0
08291;Vacarisses;Barcelona;Cataluña;2023;0;0;0
08292;Vallbona d'Anoia;Barcelona;Cataluña;2023;0;0;1
08293;Vallcebre;Barcelona;Cataluña;2023;0;0;0
08294;Vallgorguina;Barcelona;Cataluña;2023;0;0;0
08295;Vallirana;Barcelona;Cataluña;2023;0;0;4
08296;Vallromanes;Barcelona;Cataluña;2023;0;0;0
08297;Veciana;Barcelona;Cataluña;2023;0;0;0
08298;Vic;Barcelona;Cataluña;2023;0;7;209
08299;Vilada;Barcelona;Cataluña;2023;0;0;0
08300;Viladecavalls;Barcelona;Cataluña;2023;0;0;0
08301;Viladecans;Barcelona;Cataluña;2023;0;3;163
08302;Vilanova del Camí;Barcelona;Cataluña;2023;0;0;0
08303;Vilanova de Sau;Barcelona;Cataluña;2023;0;0;0
08304;Vilobí del Penedès;Barcelona;Cataluña;2023;0;0;0
08305;Vilafranca del Penedès;Barcelona;Cataluña;2023;0;5;47
08306;Vilalba Sasserra;Barcelona;Cataluña;2023;0;0;0
08307;Vilanova i la Geltrú;Barcelona;Cataluña;2023;0;22;270
08308;Viver i Serrateix;Barcelona;Cataluña;2023;0;0;0
08901;Rupit i Pruit;Barcelona;Cataluña;2023;0;0;0
08902;Vilanova del Vallès;Barcelona;Cataluña;2023;1;0;14
08903;Sant Julià de Cerdanyola;Barcelona;Cataluña;2023;0;0;0
08904;Badia del Vallès;Barcelona;Cataluña;2023;0;0;0
08905;"Palma de Cervelló; La";Barcelona;Cataluña;2023;0;0;0
09000;Burgos ( municipio sin especificar);Burgos;Castilla y León;2023;;;
09001;Abajas;Burgos;Castilla y León;2023;0;0;0
09003;Adrada de Haza;Burgos;Castilla y León;2023;0;0;0
09006;Aguas Cándidas;Burgos;Castilla y León;2023;;;
09007;Aguilar de Bureba;Burgos;Castilla y León;2023;0;0;0
09009;Albillos;Burgos;Castilla y León;2023;;;
09010;Alcocero de Mola;Burgos;Castilla y León;2023;;;
09011;Alfoz de Bricia;Burgos;Castilla y León;2023;;;
09012;Alfoz de Santa Gadea;Burgos;Castilla y León;2023;;;
09013;Altable;Burgos;Castilla y León;2023;;;
09014;"Altos; Los";Burgos;Castilla y León;2023;0;0;0
09016;Ameyugo;Burgos;Castilla y León;2023;0;0;0
09017;Anguix;Burgos;Castilla y León;2023;0;0;0
09018;Aranda de Duero;Burgos;Castilla y León;2023;0;6;51
09019;Arandilla;Burgos;Castilla y León;2023;;;
09020;Arauzo de Miel;Burgos;Castilla y León;2023;0;0;0
09021;Arauzo de Salce;Burgos;Castilla y León;2023;0;0;0
09022;Arauzo de Torre;Burgos;Castilla y León;2023;;;
09023;Arcos;Burgos;Castilla y León;2023;0;0;1
09024;Arenillas de Riopisuerga;Burgos;Castilla y León;2023;0;0;0
09025;Arija;Burgos;Castilla y León;2023;0;0;0
09026;Arlanzón;Burgos;Castilla y León;2023;0;0;0
09027;Arraya de Oca;Burgos;Castilla y León;2023;0;0;0
09029;Atapuerca;Burgos;Castilla y León;2023;0;0;0
09030;"Ausines; Los";Burgos;Castilla y León;2023;0;0;0
09032;Avellanosa de Muñó;Burgos;Castilla y León;2023;0;0;0
09033;Bahabón de Esgueva;Burgos;Castilla y León;2023;0;0;0
09034;"Balbases; Los";Burgos;Castilla y León;2023;0;0;0
09035;Baños de Valdearados;Burgos;Castilla y León;2023;0;0;0
09036;Bañuelos de Bureba;Burgos;Castilla y León;2023;;;
09037;Barbadillo de Herreros;Burgos;Castilla y León;2023;;;
09038;Barbadillo del Mercado;Burgos;Castilla y León;2023;0;0;0
09039;Barbadillo del Pez;Burgos;Castilla y León;2023;0;0;0
09041;Barrio de Muñó;Burgos;Castilla y León;2023;;;
09043;"Barrios de Bureba; Los";Burgos;Castilla y León;2023;0;0;0
09044;Barrios de Colina;Burgos;Castilla y León;2023;0;0;0
09045;Basconcillos del Tozo;Burgos;Castilla y León;2023;0;0;0
09046;Bascuñana;Burgos;Castilla y León;2023;;;
09047;Belbimbre;Burgos;Castilla y León;2023;;;
09048;Belorado;Burgos;Castilla y León;2023;0;0;0
09050;Berberana;Burgos;Castilla y León;2023;0;0;0
09051;Berlangas de Roa;Burgos;Castilla y León;2023;0;0;0
09052;Berzosa de Bureba;Burgos;Castilla y León;2023;0;0;0
09054;Bozoó;Burgos;Castilla y León;2023;;;
09055;Brazacorta;Burgos;Castilla y León;2023;0;0;0
09056;Briviesca;Burgos;Castilla y León;2023;0;0;4
09057;Bugedo;Burgos;Castilla y León;2023;0;0;0
09058;Buniel;Burgos;Castilla y León;2023;0;0;0
09059;Burgos;Burgos;Castilla y León;2023;4;28;336
09060;Busto de Bureba;Burgos;Castilla y León;2023;0;0;0
09061;Cabañes de Esgueva;Burgos;Castilla y León;2023;0;0;0
09062;Cabezón de la Sierra;Burgos;Castilla y León;2023;;;
09063;Cavia;Burgos;Castilla y León;2023;0;0;0
09064;Caleruega;Burgos;Castilla y León;2023;0;0;0
09065;Campillo de Aranda;Burgos;Castilla y León;2023;0;0;0
09066;Campolara;Burgos;Castilla y León;2023;;;
09067;Canicosa de la Sierra;Burgos;Castilla y León;2023;0;0;0
09068;Cantabrana;Burgos;Castilla y León;2023;;;
09070;Carazo;Burgos;Castilla y León;2023;0;0;0
09071;Carcedo de Bureba;Burgos;Castilla y León;2023;0;0;0
09072;Carcedo de Burgos;Burgos;Castilla y León;2023;0;0;0
09073;Cardeñadijo;Burgos;Castilla y León;2023;0;0;1
09074;Cardeñajimeno;Burgos;Castilla y León;2023;0;0;0
09075;Cardeñuela Riopico;Burgos;Castilla y León;2023;0;0;0
09076;Carrias;Burgos;Castilla y León;2023;;;
09077;Cascajares de Bureba;Burgos;Castilla y León;2023;;;
09078;Cascajares de la Sierra;Burgos;Castilla y León;2023;;;
09079;Castellanos de Castro;Burgos;Castilla y León;2023;;;
09082;Castildelgado;Burgos;Castilla y León;2023;;;
09083;Castil de Peones;Burgos;Castilla y León;2023;0;0;0
09084;Castrillo de la Reina;Burgos;Castilla y León;2023;0;0;0
09085;Castrillo de la Vega;Burgos;Castilla y León;2023;0;0;0
09086;Castrillo del Val;Burgos;Castilla y León;2023;0;0;0
09088;Castrillo de Riopisuerga;Burgos;Castilla y León;2023;;;
09090;Castrillo Matajudíos;Burgos;Castilla y León;2023;0;0;0
09091;Castrojeriz;Burgos;Castilla y León;2023;0;0;0
09093;Cayuela;Burgos;Castilla y León;2023;0;0;0
09094;Cebrecos;Burgos;Castilla y León;2023;0;0;0
09095;Celada del Camino;Burgos;Castilla y León;2023;0;0;0
09098;Cerezo de Río Tirón;Burgos;Castilla y León;2023;0;0;0
09100;Cerratón de Juarros;Burgos;Castilla y León;2023;;;
09101;Ciadoncha;Burgos;Castilla y León;2023;0;0;0
09102;Cillaperlata;Burgos;Castilla y León;2023;;;
09103;Cilleruelo de Abajo;Burgos;Castilla y León;2023;0;0;0
09104;Cilleruelo de Arriba;Burgos;Castilla y León;2023;;;
09105;Ciruelos de Cervera;Burgos;Castilla y León;2023;;;
09108;Cogollos;Burgos;Castilla y León;2023;0;0;0
09109;Condado de Treviño;Burgos;Castilla y León;2023;0;0;0
09110;Contreras;Burgos;Castilla y León;2023;0;0;0
09112;Coruña del Conde;Burgos;Castilla y León;2023;;;
09113;Covarrubias;Burgos;Castilla y León;2023;0;0;0
09114;Cubillo del Campo;Burgos;Castilla y León;2023;0;0;0
09115;Cubo de Bureba;Burgos;Castilla y León;2023;0;0;0
09117;"Cueva de Roa; La";Burgos;Castilla y León;2023;;;
09119;Cuevas de San Clemente;Burgos;Castilla y León;2023;0;0;0
09120;Encío;Burgos;Castilla y León;2023;0;0;0
09122;Espinosa de Cervera;Burgos;Castilla y León;2023;0;0;0
09123;Espinosa del Camino;Burgos;Castilla y León;2023;0;0;0
09124;Espinosa de los Monteros;Burgos;Castilla y León;2023;0;1;1
09125;Estépar;Burgos;Castilla y León;2023;0;0;0
09127;Fontioso;Burgos;Castilla y León;2023;0;0;0
09128;Frandovínez;Burgos;Castilla y León;2023;0;0;0
09129;Fresneda de la Sierra Tirón;Burgos;Castilla y León;2023;0;0;0
09130;Fresneña;Burgos;Castilla y León;2023;0;0;0
09131;Fresnillo de las Dueñas;Burgos;Castilla y León;2023;0;0;0
09132;Fresno de Río Tirón;Burgos;Castilla y León;2023;0;0;0
09133;Fresno de Rodilla;Burgos;Castilla y León;2023;;;
09134;Frías;Burgos;Castilla y León;2023;0;0;0
09135;Fuentebureba;Burgos;Castilla y León;2023;0;0;0
09136;Fuentecén;Burgos;Castilla y León;2023;0;0;0
09137;Fuentelcésped;Burgos;Castilla y León;2023;0;0;0
09138;Fuentelisendo;Burgos;Castilla y León;2023;0;0;0
09139;Fuentemolinos;Burgos;Castilla y León;2023;;;
09140;Fuentenebro;Burgos;Castilla y León;2023;0;0;0
09141;Fuentespina;Burgos;Castilla y León;2023;0;0;0
09143;Galbarros;Burgos;Castilla y León;2023;;;
09144;"Gallega; La";Burgos;Castilla y León;2023;0;0;0
09148;Grijalba;Burgos;Castilla y León;2023;0;0;1
09149;Grisaleña;Burgos;Castilla y León;2023;0;0;0
09151;Gumiel de Izán;Burgos;Castilla y León;2023;0;0;0
09152;Gumiel de Mercado;Burgos;Castilla y León;2023;0;0;0
09154;Hacinas;Burgos;Castilla y León;2023;0;0;0
09155;Haza;Burgos;Castilla y León;2023;0;0;0
09159;Hontanas;Burgos;Castilla y León;2023;;;
09160;Hontangas;Burgos;Castilla y León;2023;0;0;0
09162;Hontoria de la Cantera;Burgos;Castilla y León;2023;0;0;0
09163;Hontoria del Pinar;Burgos;Castilla y León;2023;0;0;0
09164;Hontoria de Valdearados;Burgos;Castilla y León;2023;0;0;0
09166;"Hormazas; Las";Burgos;Castilla y León;2023;;;
09167;Hornillos del Camino;Burgos;Castilla y León;2023;;;
09168;"Horra; La";Burgos;Castilla y León;2023;0;0;0
09169;Hortigüela;Burgos;Castilla y León;2023;0;0;0
09170;Hoyales de Roa;Burgos;Castilla y León;2023;0;0;0
09172;Huérmeces;Burgos;Castilla y León;2023;;;
09173;Huerta de Arriba;Burgos;Castilla y León;2023;;;
09174;Huerta de Rey;Burgos;Castilla y León;2023;0;0;0
09175;Humada;Burgos;Castilla y León;2023;0;0;0
09176;Hurones;Burgos;Castilla y León;2023;;;
09177;Ibeas de Juarros;Burgos;Castilla y León;2023;0;0;2
09178;Ibrillos;Burgos;Castilla y León;2023;;;
09179;Iglesiarrubia;Burgos;Castilla y León;2023;0;0;0
09180;Iglesias;Burgos;Castilla y León;2023;0;0;0
09181;Isar;Burgos;Castilla y León;2023;0;0;1
09182;Itero del Castillo;Burgos;Castilla y León;2023;0;0;0
09183;Jaramillo de la Fuente;Burgos;Castilla y León;2023;0;0;0
09184;Jaramillo Quemado;Burgos;Castilla y León;2023;;;
09189;Junta de Traslaloma;Burgos;Castilla y León;2023;0;0;0
09190;Junta de Villalba de Losa;Burgos;Castilla y León;2023;0;0;0
09191;Jurisdicción de Lara;Burgos;Castilla y León;2023;;;
09192;Jurisdicción de San Zadornil;Burgos;Castilla y León;2023;0;0;0
09194;Lerma;Burgos;Castilla y León;2023;0;0;0
09195;Llano de Bureba;Burgos;Castilla y León;2023;;;
09196;Madrigal del Monte;Burgos;Castilla y León;2023;;;
09197;Madrigalejo del Monte;Burgos;Castilla y León;2023;0;0;0
09198;Mahamud;Burgos;Castilla y León;2023;;;
09199;Mambrilla de Castrejón;Burgos;Castilla y León;2023;0;0;0
09200;Mambrillas de Lara;Burgos;Castilla y León;2023;0;0;0
09201;Mamolar;Burgos;Castilla y León;2023;;;
09202;Manciles;Burgos;Castilla y León;2023;0;0;0
09206;Mazuela;Burgos;Castilla y León;2023;;;
09208;Mecerreyes;Burgos;Castilla y León;2023;0;0;0
09209;Medina de Pomar;Burgos;Castilla y León;2023;0;0;5
09211;Melgar de Fernamental;Burgos;Castilla y León;2023;0;0;0
09213;Merindad de Cuesta-Urria;Burgos;Castilla y León;2023;0;0;0
09214;Merindad de Montija;Burgos;Castilla y León;2023;0;0;2
09215;Merindad de Sotoscueva;Burgos;Castilla y León;2023;0;0;0
09216;Merindad de Valdeporres;Burgos;Castilla y León;2023;0;0;0
09217;Merindad de Valdivielso;Burgos;Castilla y León;2023;0;0;0
09218;Milagros;Burgos;Castilla y León;2023;0;0;0
09219;Miranda de Ebro;Burgos;Castilla y León;2023;0;0;15
09220;Miraveche;Burgos;Castilla y León;2023;;;
09221;Modúbar de la Emparedada;Burgos;Castilla y León;2023;0;0;0
09223;Monasterio de la Sierra;Burgos;Castilla y León;2023;;;
09224;Monasterio de Rodilla;Burgos;Castilla y León;2023;0;0;0
09225;Moncalvillo;Burgos;Castilla y León;2023;;;
