ine_code;province;autonomous_community;year;total_sanctions_with_points;total_points_deducted;speeding_two_points;speeding_three_points;speeding_four_points;speeding_six_points;alcohol_four_points;alcohol_six_points;drugs_six_points;helmet_seatbelt_child_restraint_system_three_points;helmet_seatbelt_child_restraint_system_four_points;helmet_seatbelt_child_restraint_system_six_points;mobile_phone_three_points;mobile_phone_four_points ;mobile_phone_six_points ;traffic_light_three_points;traffic_light_four_points;traffic_light_six_points;other_three_points;other_four_points;other_six_points
08224;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08225;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08226;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08227;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08228;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08229;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08230;Barcelona;Cataluña;2022;23;90;0;0;0;0;24;6;0;0;0;0;0;0;0;0;0;0;12;48;0
08231;Barcelona;Cataluña;2022;280;955;160;0;28;0;52;54;0;39;92;0;0;0;0;0;0;0;138;284;108
08232;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08233;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08234;Barcelona;Cataluña;2022;8;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;20;6
08235;Barcelona;Cataluña;2022;47;183;0;0;0;0;28;18;12;6;12;0;0;0;0;0;0;0;57;32;18
08236;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08237;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08238;Barcelona;Cataluña;2022;98;435;0;0;0;0;80;24;0;27;20;0;0;0;48;0;8;0;18;108;102
08239;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08240;Barcelona;Cataluña;2022;78;315;0;0;0;0;48;12;12;24;84;0;0;0;6;0;32;0;27;40;30
08241;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08242;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08243;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08244;Barcelona;Cataluña;2022;30;115;0;0;0;0;28;6;0;9;4;0;0;0;6;0;16;0;24;16;6
08245;Barcelona;Cataluña;2022;435;1.840;0;0;0;0;196;198;156;66;132;0;6;0;90;0;548;0;186;148;114
08246;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08247;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08248;Barcelona;Cataluña;2022;7;27;0;0;0;0;16;0;0;0;0;0;0;0;0;0;4;0;3;4;0
08249;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08250;Barcelona;Cataluña;2022;22;90;0;0;0;0;0;18;0;3;20;0;0;0;0;0;0;0;15;28;6
08251;Barcelona;Cataluña;2022;52;206;0;0;0;0;52;12;0;12;4;0;0;0;18;0;0;0;36;60;12
08252;Barcelona;Cataluña;2022;170;698;4;0;0;0;52;54;48;18;52;0;0;0;102;0;108;0;156;68;36
08253;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08254;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08255;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08256;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08257;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08258;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08259;Barcelona;Cataluña;2022;95;336;74;0;20;0;120;24;0;0;0;0;0;0;18;0;4;0;6;16;54
08260;Barcelona;Cataluña;2022;157;512;154;0;100;42;40;42;48;0;0;0;15;0;0;0;32;0;3;36;0
08261;Barcelona;Cataluña;2022;41;181;0;0;0;0;44;0;18;15;20;0;0;0;36;0;0;0;0;36;12
08262;Barcelona;Cataluña;2022;35;139;0;0;0;0;4;0;0;6;0;0;0;0;6;0;24;0;21;60;18
08263;Barcelona;Cataluña;2022;197;907;0;0;0;0;176;114;132;9;56;0;0;0;66;0;152;0;24;100;78
08264;Barcelona;Cataluña;2022;606;2.404;14;0;4;0;0;0;0;9;4;0;3;0;12;0;2.312;0;18;28;0
08265;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08266;Barcelona;Cataluña;2022;736;2.159;868;0;276;60;256;162;42;15;32;0;3;0;54;0;208;0;75;84;24
08267;Barcelona;Cataluña;2022;129;611;0;0;0;0;156;84;102;0;16;0;0;0;6;0;16;0;39;60;132
08268;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08269;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08270;Barcelona;Cataluña;2022;515;1.725;390;0;92;48;212;108;90;42;108;0;0;0;18;0;172;0;147;208;90
08271;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08272;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08273;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08274;Barcelona;Cataluña;2022;18;79;0;0;0;0;16;12;0;0;12;0;0;0;0;0;20;0;3;4;12
08275;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08276;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08277;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08278;Barcelona;Cataluña;2022;12;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;16;0
08279;Barcelona;Cataluña;2022;2.795;9.079;2.114;0;768;216;632;528;288;939;592;0;705;0;612;0;1.020;0;117;392;156
08280;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08281;Barcelona;Cataluña;2022;9;32;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;12;12;0
08282;Barcelona;Cataluña;2022;32;132;0;0;0;0;28;12;0;0;0;0;0;0;0;0;24;0;12;44;12
08283;Barcelona;Cataluña;2022;8;37;0;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;3;4;12
08284;Barcelona;Cataluña;2022;34;159;0;0;0;0;44;54;12;0;4;0;0;0;0;0;0;0;15;12;18
08285;Barcelona;Cataluña;2022;1.581;6.487;0;0;0;0;164;144;390;36;24;0;0;0;18;0;5.588;0;39;72;12
08286;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08287;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08288;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08289;Barcelona;Cataluña;2022;70;315;6;0;0;0;104;30;60;0;8;0;0;0;0;0;4;0;9;52;42
08290;Barcelona;Cataluña;2022;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
08291;Barcelona;Cataluña;2022;30;130;0;0;0;0;8;0;0;3;24;0;0;0;42;0;0;0;21;20;12
08292;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08293;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08294;Barcelona;Cataluña;2022;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
08295;Barcelona;Cataluña;2022;109;419;12;0;0;0;16;6;6;6;16;0;0;0;6;0;88;0;123;44;96
08296;Barcelona;Cataluña;2022;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
08297;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08298;Barcelona;Cataluña;2022;700;3.278;6;0;0;0;600;654;216;45;40;0;6;0;672;0;260;0;225;368;186
08299;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08300;Barcelona;Cataluña;2022;15;68;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;6;24;30
08301;Barcelona;Cataluña;2022;833;2.614;792;0;244;60;200;132;168;33;76;0;0;0;66;0;188;0;273;280;102
08302;Barcelona;Cataluña;2022;553;1.369;876;0;260;108;12;6;0;12;28;0;0;0;0;0;12;0;21;16;18
08303;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08304;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08305;Barcelona;Cataluña;2022;684;2.817;232;0;84;24;368;210;390;54;236;0;0;0;408;0;252;0;99;400;60
08306;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08307;Barcelona;Cataluña;2022;4.389;11.503;6.426;0;1.704;366;336;276;690;135;96;0;6;0;276;0;308;0;468;296;120
08308;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08901;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08902;Barcelona;Cataluña;2022;237;854;216;0;36;12;100;30;300;3;28;0;0;0;30;0;8;0;33;28;30
08903;Barcelona;Cataluña;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08904;Barcelona;Cataluña;2022;16;66;0;0;0;0;8;18;0;21;4;0;0;0;0;0;0;0;3;0;12
08905;Barcelona;Cataluña;2022;60;241;2;0;0;0;52;24;0;3;0;0;0;0;0;0;100;0;30;12;18
09000;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09001;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09003;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09006;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09007;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09009;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09010;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09011;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09012;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09013;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09014;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09016;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09017;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09018;Burgos;Castilla y León;2022;380;1.390;112;0;76;12;284;114;12;174;204;0;75;0;24;0;64;0;3;200;36
09019;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09020;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09021;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09022;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09023;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09024;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09025;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09026;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09027;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09029;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09030;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09032;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09033;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09034;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09035;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09036;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09037;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09038;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09039;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09041;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09043;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09044;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09045;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09046;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09047;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09048;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09050;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09051;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09052;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09054;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09055;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09056;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09057;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09058;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09059;Burgos;Castilla y León;2022;8.547;32.851;1.784;0;660;180;700;606;0;108;16;0;0;0;0;0;27.004;0;321;488;984
09060;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09061;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09062;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09063;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09064;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09065;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09066;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09067;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09068;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09070;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09071;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09072;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09073;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09074;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09075;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09076;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09077;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09078;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09079;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09082;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09083;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09084;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09085;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09086;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09088;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09090;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09091;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09093;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09094;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09095;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09098;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09100;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09101;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09102;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09103;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09104;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09105;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09108;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09109;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09110;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09112;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09113;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09114;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09115;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09117;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09119;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09120;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09122;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09123;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09124;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09125;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09127;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09128;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09129;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09130;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09131;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09132;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09133;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09134;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09135;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09136;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09137;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09138;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09139;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09140;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09141;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09143;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09144;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09148;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09149;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09151;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09152;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09154;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09155;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09159;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09160;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09162;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09163;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09164;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09166;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09167;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09168;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09169;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09170;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09172;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09173;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09174;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09175;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09176;Burgos;Castilla y León;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
